^VOX,^VCR,^VDC,^VDE,^VFH,^VHT,^VIS,^VGT,^VAW,^VNQ,^VPU,^VIX,sp500,label
63.3,58.54,76.7,99.71,27.38,57.45,58.16,59.04,75.51,56.62,70,32.85,1192.76,0
64.25,58.26,77.2,100.23,27.51,57.37,58.01,58.53,75.51,56.78,70.49,31.58,1193.89,1
62.22,55.34,75.68,94.39,26.21,55.34,54.6,55.32,71.13,54.25,69.46,42.67,1140.65,0
61.5,54.33,75.05,92.51,25.71,55.05,53.73,53.88,69.98,53.21,68.87,43.05,1123.53,0
61.42,54.44,75.28,91.75,25.44,55.1,53.93,54.19,69.97,53.27,68.68,42.44,1123.82,0
63.57,56.56,77.01,96.06,26.27,56.93,55.96,56.45,72.24,54.58,70.08,36.27,1162.35,0
64.51,57.55,77.5,96.53,26.91,57.6,57.11,56.84,73.36,55.3,71.6,35.9,1177.6,0
63.07,56.46,76.31,94.32,26.68,56.62,56.04,55.98,72.52,54.27,70.52,39.76,1159.27,0
63.44,57.74,76.99,96.28,26.99,57.39,57.28,57.23,74.25,54.93,70.53,35.59,1176.8,0
64.92,59.72,78.48,99.26,28.07,59.02,59.33,59.01,76.85,56.81,72.04,32.28,1210.08,0
65.28,60.04,78.75,99.8,27.96,59.24,59.81,59.19,77.48,56.97,71.98,32.89,1212.92,0
65.15,60.3,78.95,100.29,28.25,59.59,60.13,59.2,77.56,57.61,72.46,31.62,1218.89,0
64.51,59.43,78.62,99.49,27.62,58.98,59.01,58.47,76.42,56.78,72.08,31.82,1204.42,1
63.11,57.74,77.45,96.78,26.56,57.71,57.14,56.98,74.53,55.44,71.14,33.92,1173.97,0
62.23,57.46,77.19,95.68,26.15,57.8,56.44,56.68,74.22,55.2,70.77,37,1165.24,0
63.35,59.15,78.54,99.38,27.34,59.37,58.31,58.31,76.37,57.28,71.58,33.38,1198.62,0
62.75,58.35,78.31,98.22,26.82,58.68,57.42,57.98,75.42,56.84,71.58,34.32,1185.9,1
61.55,56.81,76.61,95.07,25.99,56.94,55.8,56.66,73.24,55.06,70.05,38.52,1154.23,0
61.46,57.38,76.66,95.43,26.26,57.08,55.84,57.38,72.56,55.24,70.48,38.59,1162.27,0
62.37,58.15,77.1,95.84,26.44,57.69,57.1,58.19,73.85,55.37,70.98,36.91,1172.87,0
63.02,59.19,77.95,97.04,26.81,58.36,58.16,59.21,74.92,55.73,71.59,34.6,1188.68,0
63.36,60.11,78.88,98.95,27.37,58.95,59.23,60.2,75.97,56.65,72.54,31.97,1209.11,0
63.72,60.61,79.34,98.71,27.43,59.16,59.47,60.65,76.21,57.2,73.2,30.98,1216.01,0
63.17,60.54,78.71,97.32,26.72,58.66,58.84,60.59,75.01,55.95,72.84,32.73,1204.09,0
63.03,60.12,78.74,96.54,26.65,59.05,58.18,60.23,73.92,55.92,73.65,32.86,1202.09,1
61.22,58.25,77.39,92.61,25.33,57.53,55.83,59.41,70.63,52.97,72.37,37.32,1166.76,1
59.89,56.33,75.83,87.4,24.65,56.26,53.63,57.37,66.84,51.68,70.98,41.35,1129.56,0
60.35,57.21,75.77,86.5,24.71,56.47,54.24,58.08,66.49,51.56,70.94,41.25,1136.43,0
61.22,58.49,77.26,89.66,25.63,57.32,55.63,58.83,68.48,52.28,71.57,39.02,1162.95,0
61.81,58.96,77.8,90.95,25.8,58.23,56.62,59.61,69.91,52.8,71.92,37.71,1175.38,1
61.1,57.82,76.42,87.98,25.02,57.08,55.16,58.55,66.8,51.46,71.12,41.08,1151.06,0
61.65,57.41,77.03,88.89,25.7,57.45,55.79,58.38,66.8,52.26,72.13,38.84,1160.4,1
60.68,55.76,76.23,86.34,24.92,56.69,54,56.76,64.47,50.87,71.46,42.96,1131.42,1
58.83,53.86,74.84,82.95,23.73,54.75,52.06,55.22,62.42,48.47,69.6,45.45,1099.23,0
59.43,55.77,75.47,85.82,24.68,55.44,53.86,56.73,64.79,50.38,69.45,40.82,1123.95,0
60.18,56.81,75.7,88.83,25,56.41,55.11,58.06,67.28,49.95,69.61,37.81,1144.03,0
60.73,58.21,76.58,90.47,25.79,57.11,56.35,59.13,69.13,51.32,70.74,36.27,1164.97,0
59.56,57.97,76.98,89.29,24.86,56.92,55.87,58.71,67.89,49.89,70.89,36.2,1155.46,0
61.03,60,78.17,93.42,26.11,58.31,57.97,60.69,70.77,52.38,72.37,33.02,1194.89,0
60.7,60.35,78.05,93.6,26.07,58.1,58.27,61.05,70.98,51.34,71.74,32.86,1195.54,0
61.81,61.07,78.68,94.49,26.67,58.29,59.14,61.56,71.95,52.18,71.67,31.26,1207.25,0
62.17,60.87,78.58,94.24,26.14,58.33,58.72,62.16,71.59,51.84,71.81,30.7,1203.66,0
62.66,61.96,79.27,97.79,26.49,58.88,59.82,63.45,73.35,53.04,72.42,28.24,1224.58,0
61.94,60.75,78.29,96.14,25.65,57.66,58.02,62.22,70.85,51.89,72.03,33.39,1200.86,0
62.64,61.81,78.97,99.18,26.84,58.27,59.84,62.94,72.75,53.72,72.63,31.56,1225.38,0
62.04,60.88,78.65,98.12,26.46,57.97,58.88,61.46,70.57,53.1,72.77,34.44,1209.88,0
62.04,61.14,78.97,98.75,26.89,58.13,59.36,61.22,71.19,53.4,73.01,34.78,1215.39,0
62.89,62.8,80.32,100.6,27.53,59.21,60.53,62.08,73.13,55.16,74.26,31.32,1238.25,0
63.04,64.01,80.02,102.06,28.16,60.19,61.83,63.47,75.16,56.53,74.14,29.26,1254.19,1
61.87,62.49,78.87,99.58,27.37,58.89,60.37,62.3,73.17,55.61,73.12,32.22,1229.05,0
62.68,62.53,79.53,102.05,27.84,59.71,61.03,62.64,74.64,56.02,73.49,29.86,1242,0
64.43,64.33,80.71,106.38,29.43,61.08,63.86,64.73,78.8,58.68,75.25,25.46,1284.59,0
64.44,63.95,80.75,106.91,29.34,61.34,63.7,64.95,79.38,58.8,74.89,24.53,1285.09,1
63.23,62.99,79.65,102.27,28.37,60.1,62.21,63.73,76.04,58.14,74.3,29.96,1253.3,1
61.78,61.42,78.14,98.91,27.11,58.8,60.07,61.89,73.9,56.27,72.73,34.77,1218.28,0
62.84,62.21,78.83,101.88,27.83,59.22,61.3,62.59,75.7,57.35,73.9,32.74,1237.9,0
63.76,62.97,79.86,104.44,28.33,59.89,62.96,64.22,77.44,58.14,75.09,30.5,1261.15,0
63.15,62.69,79.48,104.49,28.03,59.43,62.58,63.99,77.37,57.67,74.67,30.16,1253.23,0
63.55,62.94,79.88,105.11,28.12,60.02,62.58,64.24,77.81,57.68,75,29.85,1261.12,0
64.05,63.63,80.74,106.67,28.65,60.73,63.27,65.03,78.69,58.43,75.51,27.48,1275.92,1
62.4,61.32,78.82,101.92,27.17,58.94,60.8,62.62,75.07,55.76,73.71,36.16,1229.1,0
62.88,61.73,79.31,103.63,27.31,59.67,61.41,62.67,75.8,55.75,74.31,32.81,1239.7,0
63.79,63.17,80.25,105.55,27.91,60.7,62.98,64.02,77.53,57.25,75.37,30.04,1263.85,0
62.97,62.84,79.75,104.31,27.34,60.29,62.48,63.57,76.75,56.19,74.51,31.13,1251.78,0
63.3,63.12,80.17,104.42,27.5,60.45,62.93,64.47,76.98,56.61,74.75,31.22,1257.81,0
62.3,61.85,79.47,103.04,26.9,59.31,61.97,63.47,75.32,56.07,73.94,33.51,1236.91,0
61.75,60.87,79.11,100.62,26.4,58.67,60.73,62.06,73.09,55.04,73.3,34.51,1216.13,0
61.51,60.73,79.33,100.15,26.55,58.48,61.02,61.65,73.44,55.39,73.88,32,1215.65,0
60.75,59.85,78.14,98.42,25.89,57.59,59.71,60.47,72.18,53.99,72.93,32.91,1192.98,0
60.28,59.68,78.1,97.32,25.67,57.74,59.19,60.24,71.66,53.74,72.1,31.97,1188.04,1
58.72,58.5,77.24,94.3,24.9,56.92,57.74,58.73,69.67,52.12,70.96,33.98,1161.79,0
58.5,58.12,77.4,93.64,25.05,56.65,57.62,58.39,69.19,52.35,71.21,34.47,1158.67,0
60.08,59.94,78.62,97.15,25.72,58.2,59.62,60.39,71.8,53.52,72.16,32.13,1192.55,0
60.69,60.09,79.35,98.64,25.56,58.48,59.65,60.03,72.02,53.44,73.01,30.64,1195.19,0
63.29,62.11,81.27,103.93,27.16,60.66,62.73,62.46,76.45,55.93,75.09,27.8,1246.96,0
62.96,62.07,81.12,103.39,26.9,60.67,62.58,62.78,75.9,55.47,74.94,27.41,1244.58,0
63.16,62.65,81.08,103.47,27.27,60.01,62.66,62.8,75.56,55.42,74.22,27.52,1244.28,0
63.76,63.21,81.34,104.66,27.79,60.16,63.33,63.61,76.24,55.89,74.83,27.84,1257.08,0
63.94,63.05,81.59,104.78,27.77,60.41,63.43,63.59,76.78,55.8,74.96,28.13,1258.47,0
63.42,63.32,81.71,103.86,28.1,60.71,63.24,63.62,76.72,56.41,74.79,28.67,1261.01,1
61.96,61.97,80.77,100.84,27.11,59.49,61.7,62.46,74.24,55.13,73.62,30.59,1234.35,0
62.98,63,81.7,103.37,27.7,60.41,63.21,63.69,75.47,56.34,74.76,26.38,1255.19,0
62.76,62.68,81.04,100.9,27.1,59.7,62.06,62.76,73.74,55.34,73.98,25.67,1236.47,0
62.42,61.31,80.63,99.94,26.71,59.52,61.16,62,72.44,54.69,74.28,25.41,1225.73,0
61.62,60.53,80.14,96.98,26.64,59.33,60.37,60.93,71.5,55.01,73.68,26.04,1211.82,0
61.95,60.69,80.94,96.72,26.72,59.91,60.8,60.73,72.03,55.93,74.77,25.11,1215.75,0
62.44,60.87,81.05,97.91,26.86,60.03,61.24,60.91,72.8,56.55,74.63,24.29,1219.66,0
61.61,60.05,80.67,96.09,26.3,59.86,60.48,60.17,71.22,56.06,73.93,24.92,1205.35,0
63.09,61.83,82.32,99.96,27.26,61.17,62.59,62.03,74.1,57.76,75.59,23.22,1241.3,0
61.33,61.23,81.28,99.55,27.42,60.54,61.55,60.33,72.73,57.74,75.89,21.43,1243.72,0
61.54,61.41,81.1,100.8,27.91,60.95,62.22,61.1,73.4,58.57,76.04,21.16,1254,0
61.81,62.09,81.74,101.47,27.87,61.35,62.65,61.66,74,58.18,76.57,20.73,1265.33,0
62.12,62.28,81.82,101.76,27.77,61.51,62.57,61.8,73.95,58.44,77.23,21.91,1265.43,0
61.21,61.44,81.29,99.75,27.33,60.71,61.59,61.02,72.23,57.74,76.74,23.52,1249.64,0
61.76,62.1,81.93,100.8,27.75,61.32,62.36,61.61,73.14,58.25,77.36,22.65,1263.02,0
62.17,61.81,81.47,100.81,27.62,61.21,62.09,61.37,73.13,58,76.89,23.4,1257.6,0
62.63,62.37,81.49,103.54,28.24,61.93,63.3,62.23,75.16,58.49,75.65,22.97,1277.06,0
61.96,62.75,81.27,103.85,28.14,61.59,63.57,62.29,75.72,57.49,75.19,22.22,1277.3,0
61.43,63.24,81.15,103.41,28.51,61.85,63.65,62.75,75.86,58.03,75.27,21.48,1281.06,0
61.34,63.32,80.66,102.78,28.37,61.99,63.56,62.79,75.8,57.84,74.78,20.63,1277.81,0
61.44,63.37,80.77,103.17,28.5,62.13,64.06,62.79,75.99,57.64,74.94,21.07,1280.7,0
61.87,63.89,81.15,104.06,29,62.67,64.97,63.11,77.5,58.28,75.08,20.69,1292.08,0
62.33,64.11,80.67,102.74,29.24,62.82,65.23,63.29,78.15,58.69,74.77,21.05,1292.48,0
62.88,64.41,80.71,101.9,29.33,62.95,65.81,63.61,79.3,58.26,74.65,20.47,1295.5,0
62.5,64.19,80.59,101.22,29.15,62.7,65.28,63.12,78.75,58.39,74.51,20.91,1289.09,0
62.42,64.41,80.96,101.92,28.96,63.06,65.49,63.43,79.2,58.87,74.53,22.2,1293.67,0
63.07,65.41,81.17,103.6,29.37,63.49,66.15,64.6,80.21,59.28,74.51,20.89,1308.04,0
63.21,66.02,81.31,103.99,29.6,63.51,66.83,65.18,80.32,59.51,73.85,19.87,1314.5,0
62.97,65.6,81.48,103.9,29.8,63.48,66.58,65.35,80.12,59.88,74.06,18.28,1315.38,0
62.54,65.5,81.36,104.86,29.91,63.23,66.43,65.54,80.15,60.17,74.24,18.67,1316,0
61.88,65.76,81.05,104.55,29.86,63.29,66.46,65.7,80.36,60.63,73.66,18.91,1314.65,0
62.24,66.31,81.88,105.96,29.96,63.91,67.33,66.17,81.56,61.41,74.84,18.31,1326.06,0
61.41,66.14,81.59,104.27,29.79,63.63,67.12,65.89,81.33,61.84,75.03,18.57,1318.43,0
61.62,66.14,81.06,104.18,29.87,63.79,67.31,66.03,81.98,61.86,74.22,18.53,1316.33,0
61.41,65.95,80.65,103.6,29.59,63.68,67.03,66.1,81.78,61.4,73.79,19.4,1313.01,0
61.52,65.81,80.61,102.86,29.72,63.76,66.74,66.23,81.85,61.7,74.12,19.44,1312.41,0
62.16,66.28,81.25,103.39,30.19,64.52,67.72,67.01,82.92,62.31,74.41,18.55,1324.09,0
62.66,66.27,81.6,103.99,30.33,64.39,67.71,67.26,82.69,62.45,74.32,17.98,1325.54,0
63.38,67.65,81.89,105.81,31.1,64.79,69.03,68.29,83.91,63.32,74.59,17.1,1344.9,0
63.55,67.61,81.93,107.07,30.92,64.56,68.8,68.26,83.61,63.12,74.3,17.76,1344.33,0
63.6,67.87,81.96,107.63,30.93,64.63,68.79,68.39,83.37,62.96,74.85,17.65,1347.05,0
63.78,67.98,82.01,107.36,31.11,64.61,68.92,68.88,83.43,63.07,74.87,18.16,1349.96,0
63.79,68.17,82.38,107.36,31,64.38,69.03,69.51,83.5,62.61,74.7,18.63,1351.95,0
63.52,67.77,82.07,106.15,30.64,64.09,68.33,68.91,82.02,62.03,74.5,20.79,1342.64,0
64.12,68.3,82.39,107.07,30.99,64.63,69.17,69.39,82.43,62.66,74.43,19.04,1351.77,0
63.97,68.22,82.68,107.36,30.65,64.77,68.83,69.47,81.4,62.02,74.46,19.54,1350.5,0
63.94,67.95,82.46,107.27,30.46,64.63,67.92,69.13,81.24,61.65,74.18,21.14,1343.23,0
64.54,68.59,83.13,108.82,30.95,65.2,68.66,70.29,82.71,62.3,75.01,19.22,1358.04,0
64.84,69.06,83.19,109.18,31.13,64.88,68.96,70.2,82.77,62.35,74.92,17.78,1361.23,0
64.9,68.79,82.81,109.85,31.06,64.4,69.03,70.37,83.03,61.38,74.7,18.19,1362.21,0
64.33,68.51,82.73,110.06,30.69,64.35,68.89,69.99,82.71,60.86,74.85,18.19,1357.66,0
65.12,68.95,83.11,110.76,30.99,64.63,69.18,70.43,83,61.62,74.9,16.8,1363.46,0
64.82,68.87,83.29,111.16,30.9,64.9,69.09,70.74,82.96,61.7,75.14,17.31,1365.74,0
64.94,69.09,83.28,110.79,31.13,64.97,69.12,70.84,83,61.6,74.98,18.19,1367.59,0
64.88,69.55,83.49,110.4,31.1,65.21,69.08,71.3,83.17,61.24,74.61,17.96,1372.18,0
64.34,69.34,83.71,109.12,31.02,64.83,68.68,70.85,81.76,60.99,74.59,18.43,1365.68,0
64.49,69.92,83.62,110.28,31.32,65.16,68.85,71.34,82.56,61.36,74.78,17.26,1374.09,0
64.32,69.7,83.6,108.94,31.16,64.95,68.34,71.08,82.2,61.27,74.71,17.29,1369.63,0
64.42,69.6,83.94,108.41,31.07,64.73,67.91,70.35,80.94,61.89,74.88,18.05,1364.33,0
63.59,68.49,83.19,106.46,30.41,63.79,66.36,69.44,79.05,61.07,74.5,20.87,1343.36,0
64.2,69.23,83.35,107.2,30.77,64.14,67.09,70.06,79.43,61.4,74.6,19.07,1352.63,0
64.7,70.02,83.91,108.11,31.02,64.92,68.04,70.89,80.88,61.08,74.94,17.95,1365.91,0
65.22,70.52,84.15,108.17,31.27,65.23,68.32,71.26,81.15,61.38,75.34,17.11,1370.87,0
65.21,70.32,84.54,107.41,31.23,65.12,68.33,71.32,80.61,61.83,76.05,15.64,1371.09,0
65.76,71.47,85.22,108.87,32.32,66.07,69.8,72.76,82.16,63.08,76.27,14.8,1395.95,0
65.38,71.32,84.95,107.8,32.32,65.99,69.6,73.07,81.69,62.91,75.23,15.31,1394.28,0
65.98,71.63,85.16,107.95,32.8,66.25,70.45,73.33,82.33,62.82,75.17,15.42,1402.6,0
66.19,71.28,85.05,109.38,32.89,66.2,70.36,73.34,82.5,63.18,75.01,14.47,1404.17,0
66.45,71.67,85.13,110.08,33.1,66.31,70.47,73.86,82.92,63.62,74.65,15.04,1409.75,0
66.38,71.71,85.09,108.36,33.16,65.88,69.65,73.73,82.4,63.53,74.71,15.58,1405.52,0
66.75,71.84,85.27,107.35,33.05,65.92,69.72,73.72,82.4,63.44,74.59,15.13,1402.89,0
66.16,71.66,85.3,105,32.6,65.72,68.86,73.48,80.98,62.57,74.6,15.57,1392.78,0
66.06,71.76,85.52,106.15,32.89,65.95,69.05,73.58,81.94,62.96,74.67,14.82,1397.11,0
66.56,72.98,86.1,107.09,33.32,67.11,70.06,74.81,82.95,63.19,74.55,14.26,1416.51,0
65.82,72.76,86.06,105.93,33.08,67.18,69.86,74.77,82.82,63.2,74.8,15.59,1412.52,0
65.13,72.09,85.87,104.48,33.16,66.97,69.27,74.53,81.75,63.1,74.23,15.47,1405.54,0
65.15,72.04,85.86,104.49,32.87,67.08,69.31,74.39,81.87,63.13,74.5,15.48,1403.28,0
65.01,72.2,86.28,105.18,32.97,67.57,69.54,74.18,82.21,63.65,74.84,15.5,1408.47,0
65.31,72.64,86.99,106.23,33.27,67.79,69.96,74.94,83.27,64.1,75.19,15.64,1419.04,0
65.09,72.46,86.49,105.4,33.11,67.93,69.58,74.8,82.7,63.85,75.23,15.66,1413.38,0
64.7,71.66,86.25,103.92,32.61,67.4,69.04,73.71,81.6,63.15,75.05,16.44,1398.96,0
64.47,72.16,86.14,103.28,32.48,67.42,68.72,73.93,81.05,62.91,74.45,16.7,1398.08,0
63.75,71.41,85.35,102.01,32.03,66.44,67.58,73.39,79.85,62.24,74,18.81,1382.2,0
62.58,69.55,84.58,99.86,31.34,65.46,66.15,72.28,78.09,60.9,73.02,20.39,1358.59,0
63.67,70.55,84.99,99.87,31.82,65.76,66.91,72.67,78.94,61.68,73.12,20.02,1368.71,0
64.25,71.51,85.19,102.08,32.38,66.17,68.33,73.7,81.11,62.53,73.44,17.2,1387.57,0
63.41,71.27,85.13,100.51,31.7,65.52,67.41,72.58,80.39,62.27,73.16,19.55,1370.26,0
63.29,70.91,85.46,99.95,31.96,65.46,67.61,71.86,80.54,63.12,73.78,19.55,1369.57,0
64.02,71.78,86.4,101.57,32.38,66.37,68.67,73.43,81.68,63.66,74.35,18.46,1390.78,0
63.36,71.87,86.33,101.35,32.14,66.28,68.44,72.89,81.29,63.23,74.13,18.64,1385.14,0
62.92,71.2,86,101.19,32.04,66.49,67.77,72.05,81.02,63.23,73.9,18.36,1376.92,0
63.56,71.34,86.77,100.94,31.96,66.85,68.33,71.59,81.15,64,74.65,17.44,1378.53,0
62.91,70.49,85.52,100.86,31.7,66.33,67.54,70.96,80,63.34,74.2,18.97,1366.94,0
63.84,70.28,85.56,101.5,32.06,66.54,68.29,70.51,79.97,64.29,74.8,18.1,1371.97,0
64.08,71.54,86.1,102.67,32.4,67.34,68.65,72.65,81.85,65.03,75.23,16.82,1390.69,0
64.35,72.37,86.88,103.63,32.64,67.32,69.03,73.2,81.84,65.19,75.71,16.24,1399.98,0
64.54,73.2,86.8,103.6,32.66,67.53,69.57,73.34,82.28,65.64,76.03,16.32,1403.36,0
64.77,72.72,86.47,104.06,32.44,67.3,68.93,72.7,81.5,65.47,76.15,17.15,1397.91,0
65.09,73.01,86.57,105.36,32.77,67.52,69.17,72.89,81.85,66.18,76.47,16.6,1405.82,0
65.06,73.57,86.79,103.67,32.53,67.57,69.26,73,81.42,66.08,76.04,16.88,1402.31,0
65.16,72.9,86.44,101.9,32.31,67.19,68.63,72.09,80.55,65.85,75.71,17.56,1391.57,0
64.54,71.42,85.81,99.66,31.84,66.29,67.58,70.57,79.18,65.27,75.76,19.16,1369.1,0
64.68,71.45,85.85,99.48,31.99,66.59,67.53,70.3,79.06,65.73,75.57,18.94,1369.58,0
64.53,70.56,85.77,99.08,31.82,66.68,67.37,69.99,78.7,65.61,75.82,19.05,1363.72,0
64.21,70.21,85.39,98.44,31.53,66.06,66.53,69.96,78.18,65.4,75.78,20.08,1354.58,0
64.21,70.52,85.96,98.95,31.64,66.57,66.62,69.41,78.06,65.45,76.48,18.83,1357.99,0
64.55,70.48,85.68,98.25,31.39,66.56,66.59,69.36,77.9,65.59,76.54,19.89,1353.39,0
63.78,69.34,85.38,96.58,30.79,66.3,65.72,68.69,76.67,64.76,76.32,21.87,1338.35,0
63.77,69.29,85.29,94.98,30.63,65.97,65.37,68.48,75.62,64.42,75.87,21.97,1330.66,0
63.38,69.24,85.68,94.55,30.22,66.05,65.3,67.9,74.62,63.71,75.94,22.27,1324.8,0
63.17,67.13,84.95,93.86,29.58,65.23,63.68,66.66,72.78,61.85,75.46,24.49,1304.86,0
63.37,66.68,84.38,93.14,29.25,64.63,63.31,65.75,72.23,61.1,75.3,25.1,1295.22,0
63.45,67.94,84.83,95.48,29.58,65.45,64.81,67.64,74.52,62.43,75.49,22.01,1315.99,0
63.21,68.19,84.87,95.05,29.74,65.29,64.98,67.5,74.03,62.55,75.91,22.48,1316.63,0
63.12,68.65,84.65,95.46,29.87,64.93,65.37,67.62,74.84,62.64,75.43,22.33,1318.86,0
63.32,68.94,85.38,95.19,29.93,65.54,65.37,67.03,75.26,62.92,75.86,21.54,1320.68,0
63.59,68.88,85.37,94.93,29.83,65.58,65.05,66.89,75,62.67,76.02,21.76,1317.82,0
64.17,69.9,86,96.42,30.25,65.76,65.94,67.82,76.39,63.56,76.38,21.03,1332.42,0
63.69,68.67,85.34,93.52,29.63,65.3,64.83,67.23,74.96,62.05,75.8,24.14,1313.32,0
64.16,68.41,85.12,92.53,29.8,65.05,64.65,66.75,74.47,62.52,76.28,24.06,1310.33,1
62.61,66.16,83.63,90.25,28.73,63.73,62.65,64.9,72.91,60.99,75.96,26.66,1278.04,0
63.16,66.3,83.85,90.09,28.5,63.87,61.96,65.14,72.86,60.57,76.14,26.12,1278.18,0
63.32,66.75,83.84,90.95,28.94,64.31,62.24,65.71,73.6,61.82,76.54,24.68,1285.5,0
64.36,68.24,84.95,93.77,29.73,65.24,63.93,67.36,75.29,63.19,77.48,22.16,1315.13,0
64.18,68.11,85.27,93.89,29.72,65.23,64.2,67.08,75.45,62.74,78,21.72,1314.99,0
65.02,68.69,85.8,93.82,30.01,65.78,64.69,67.73,75.96,63.63,78.27,21.23,1325.66,0
64.59,67.51,85.34,92.51,29.5,65.12,63.71,66.53,74.47,62.2,78.05,23.56,1308.93,0
65.59,68.31,85.81,93.73,29.89,65.7,64.73,67.19,75.84,62.79,78.12,22.09,1324.18,0
65.35,67.24,85.74,92.56,29.78,65.57,64.07,66.73,74.72,62.47,78.05,24.27,1314.88,0
66.53,68.07,86.78,94.11,30.13,66.46,64.63,66.84,75.19,63.38,78.73,21.68,1329.1,0
66.9,68.76,87.07,95.86,30.53,66.94,65.15,67.8,76.18,63.77,79.05,21.11,1342.84,0
67.05,69.22,87.28,94.92,30.41,67.31,65.34,68.34,76.51,64.3,79.36,18.32,1344.78,0
67.23,70.01,87.25,96.5,30.9,67.95,66.36,69.05,78.15,64.56,79.31,18.38,1357.98,0
66.86,69.98,86.86,96.11,30.91,67.9,65.97,69.15,77.88,64.53,78.49,17.24,1355.69,1
66.17,68.39,85.8,92.01,30.27,66.9,64.55,67.34,75.16,63.48,77.64,20.08,1325.51,0
66.73,68.76,86.1,92.77,30.51,67.71,64.79,68.19,75.69,63.49,77.82,18.11,1335.02,0
66.34,67.62,85.63,90.71,29.79,66.78,63.58,66.66,74.63,62.65,76.84,20.38,1313.72,0
66.51,68.29,85.81,91.69,29.95,67.01,63.73,66.88,74.82,62.86,77.07,19.72,1319.99,0
66.95,68.28,86.37,93.59,30.3,67.82,64.41,67.29,75.5,63.11,77.89,19.45,1331.85,0
66.99,67.93,86.63,94.29,30.31,67.57,64.42,66.57,75.62,63.8,78.1,19.71,1329.04,0
67.81,69.34,88.21,97.29,31.06,68.89,66.54,68.73,77.75,65.43,78.51,17.08,1362.16,0
69.42,69.65,88.82,97.41,31.25,69.32,66.21,68.99,77.72,66.15,79.24,16.8,1365.51,0
69.56,69.75,89.24,99.65,31.46,69.35,66.92,69.65,78.84,66.54,79.04,16.66,1374.02,0
69.03,70.12,89.07,98.39,31.09,69,66.94,69.81,78.9,66.13,78.69,17.5,1367.58,0
69.03,69.73,88.92,97.27,30.92,68.48,66,68.47,77.9,66.29,78.43,17.1,1354.68,0
69.27,69.32,88.75,96.79,30.81,68.97,65.93,68.17,77.33,66.36,78.16,17.98,1352.46,0
69.09,68.9,88.77,95.22,30.59,68.46,64.84,67.31,76.21,65.65,78.36,18.72,1341.47,0
69.24,68.44,88.73,96.51,30.75,68.35,64.44,66.89,75.97,65.72,78.75,17.95,1341.45,0
68.84,68.1,88.55,95.97,30.54,68.54,64.15,66.22,75.52,65.92,78.81,18.33,1334.76,0
69.47,69.22,89.53,97.62,31.28,69.28,65.32,67.16,76.91,66.73,79.69,16.74,1356.78,0
69.53,68.85,89.08,98.01,31.22,69.34,64.86,66.96,76.62,66.86,79.51,17.11,1353.64,0
70.14,69.45,89.43,99.23,31.43,70.2,65.15,67.06,77.51,67.5,79.72,16.48,1363.67,0
70.34,69.82,89.51,99.99,31.3,70.36,66.12,68.37,77.88,67.1,80.02,16.16,1372.78,0
69.28,70.35,89.31,100.29,31.03,70.3,66.39,69.28,78.73,66.4,80.11,15.45,1376.51,0
68.75,69.39,88.75,100.45,30.62,69.34,65.54,68.37,78.07,66.05,80.3,16.27,1362.66,0
68.17,68.44,87.93,99.19,30.36,68.51,65.14,67.59,76.83,65.57,79.78,18.62,1350.52,0
66.84,67.89,87.6,97.72,30.25,67.76,64.34,66.93,75.64,65.35,79.07,20.47,1338.31,0
66.57,67.72,87.62,97.64,30.35,67.99,64.4,66.64,75.64,65.32,78.87,19.34,1337.89,0
68.75,68.93,89.12,100.17,30.72,68.64,65.53,67.5,76.14,65.9,80.09,17.53,1360.02,0
70.49,70.31,90.22,101.98,31.25,70.1,66.98,69.05,77.75,66.53,81.04,16.7,1385.97,0
70.79,70.04,90.63,102.36,31.18,69.81,66.77,69.01,77.74,66.84,81.35,18.03,1385.3,0
70.86,69.26,90.39,101.1,31.1,69.32,66.57,69.09,77.29,66.74,80.67,18.93,1379.32,0
70.87,68.8,89.69,101.53,30.94,69.09,65.98,68.73,76.96,66.42,80.12,18.96,1375.32,0
70.38,68.84,89.16,99.65,30.71,68.58,65.62,68.42,76.22,66.61,79.58,17.57,1365,0
70.58,70.19,90.59,102.04,31.39,69.44,67.15,69.85,77.74,67.13,80.59,15.64,1390.99,0
71.06,70.51,90.42,102.37,31.41,69.49,67.24,70.41,78.67,67.06,80.4,15.95,1394.23,0
70.42,71.37,89.97,103.89,31.55,69.5,67.9,71.12,79.41,66.27,79.71,15.99,1401.35,0
71.11,71.23,90.55,103.98,31.56,69.57,67.87,71.19,79.6,65.82,79.72,15.32,1402.22,0
71.05,71.17,90.21,104.57,31.53,69.56,68.01,71.46,79.95,65.61,79.78,15.28,1402.8,0
71.72,71.13,90.18,104.93,31.58,69.89,68.2,71.67,80.07,65.7,80.03,14.74,1405.87,0
71.68,71.14,90.16,104.33,31.58,69.69,68.04,71.77,79.56,65.65,79.84,13.7,1404.11,0
71.78,71.21,90.5,104.34,31.57,69.94,67.99,71.55,79.22,65.51,79.91,14.85,1403.93,0
72.27,71.45,90.66,104.28,31.69,70.2,68.19,71.76,79.62,65.81,79.61,14.63,1405.53,0
71.95,72.18,90.84,105.33,31.86,69.99,68.91,72.83,80.78,66.31,79.42,14.29,1415.51,0
